"","zipcode","zcta","state","totalHH","enrollments","eligible_adj","eligible_adj_perc","HHEoE_adj","total_support"
"19865","60973","60973","IL",107,14,85.647365209017,80.0442665504832,16.3460953712165,4031.81
"19866","60974","60974","IL",106,11,61.4075448668424,57.9316461007947,17.9131082733444,2177.97
"19867","61001","61001","IL",544,25,245.63017946737,45.152606519737,10.1779024280366,8119.41
"19868","61006","61006","IL",611,38,261.790059695486,42.8461636162825,14.5154480060097,11171.63
"19869","61007","61007","IL",142,3,30.7037724334212,21.6223749531135,9.77078633091511,880
"19870","61008","61008","IL",12529,1001,6530.20760018184,52.12074068307,15.3287622888455,356574.04
"19871","61010","61010","IL",2849,102,1069.78407110131,37.5494584451143,9.53463439542472,34339.96
"19872","61011","61011","IL",919,20,43.6316766159143,4.74773412577958,45.8382568610832,4544.9
"19873","61012","61012","IL",850,44,265.022035741109,31.1790630283658,16.6023930338314,14698.89
"19874","61013","61013","IL",291,7,129.279041824931,44.4257875687049,5.41464409171546,3545.87
"19875","61014","61014","IL",494,25,211.694430988325,42.8531236818472,11.809474572989,9278.51
"19876","61015","61015","IL",328,4,50.0956287071609,15.273057532671,7.98472861451127,1790
"19877","61016","61016","IL",2087,81,428.236826045085,20.5192537635403,18.9147675009791,25160.13
"19878","61018","61018","IL",416,20,192.302574714585,46.2265804602369,10.4002767668004,5803.36
"19879","61019","61019","IL",1275,41,265.022035741109,20.7860420189105,15.4704116906156,10646.04
"19880","61020","61020","IL",964,67,416.924909885404,43.2494719798136,16.070040050717,22308.85
"19881","61021","61021","IL",8907,765,4170.86508687685,46.8268225763652,18.3415187033257,237564.6
"19882","61024","61024","IL",990,53,382.989161406359,38.6857738794302,13.8385117232511,15564.58
"19883","61025","61025","IL",1946,76,725.578622242427,37.2856434862501,10.4743990065638,24069.92
"19884","61027","61027","IL",48,1,12.9279041824931,26.9331337135274,7.7352058453078,239.94
"19885","61028","61028","IL",865,26,486.412394866304,56.2326468053531,5.3452585243323,10040.58
"19886","61030","61030","IL",824,48,363.597305132619,44.1258865452208,13.201417975992,13765.04
"19887","61031","61031","IL",639,23,381.373173383547,59.6828127360794,6.03083845566371,8166.24
"19888","61032","61032","IL",13052,1899,8050.8523296476,61.6829016981888,23.5875646732068,687241.28
"19889","61036","61036","IL",3377,86,1195.83113688061,35.411049359805,7.19165083996184,30211.22
"19890","61037","61037","IL",55,4,0,0,101,669.24
"19891","61038","61038","IL",417,19,174.526706463657,41.8529272095101,10.8865860045073,8454.81
"19892","61039","61039","IL",304,10,106.655209505568,35.0839504952528,9.37600708522157,2100
"19893","61041","61041","IL",609,62,347.437424904503,57.0504802798855,17.8449399966171,18639.7
"19894","61042","61042","IL",192,7,116.351137642438,60.5995508554366,6.01627121301718,1919.95
"19895","61043","61043","IL",50,2,30.7037724334212,61.4075448668424,6.51385755394341,560
"19896","61044","61044","IL",76,2,42.0156885931027,55.2838007803983,4.76012667403557,420
"19897","61046","61046","IL",1093,48,389.453113497606,35.6315748854168,12.3249752887892,13262.33
"19898","61047","61047","IL",664,11,258.558083649863,38.9394704291962,4.25436321491929,3717.58
"19899","61048","61048","IL",1678,49,680.330957603701,40.5441571873481,7.20237693909895,12879.97
"19900","61049","61049","IL",216,5,114.735149619627,53.1181248239012,4.35786244806073,1729.99
"19901","61050","61050","IL",102,6,50.0956287071609,49.1133614776087,11.9770929217669,1759.98
"19902","61051","61051","IL",605,22,286.029880037661,47.2776661219274,7.6915041173682,6009.99
"19903","61052","61052","IL",388,12,79.1834131177704,20.4080961643738,15.154689003052,3270
"19904","61053","61053","IL",1132,63,471.868502660999,41.6844967015017,13.3511772124491,19113.75
"19905","61054","61054","IL",1830,174,1166.74335247001,63.7564673480877,14.9133054524494,53700.41
"19906","61059","61059","IL",80,1,19.3918562737397,24.2398203421746,5.15680389687186,550
"19907","61060","61060","IL",577,20,237.550239353311,41.1698855031735,8.41927166836223,6367.18
"19908","61061","61061","IL",2986,171,1199.06311292624,40.1561658716088,14.2611342269287,58582.25
"19909","61062","61062","IL",718,24,232.702275284876,32.4097876441332,10.3136077937437,7689.97
"19910","61063","61063","IL",1633,56,479.948442775058,29.3905966181909,11.6679199282757,17168.91
"19911","61064","61064","IL",1793,102,777.2902389724,43.3513797530619,13.1225113716656,32661.93
"19912","61065","61065","IL",3477,242,1000.29658612041,28.7689555973657,24.1928247439675,77360.05
"19913","61067","61067","IL",359,13,100.191257414322,27.9084282491147,12.9751839985808,5130.97
"19914","61068","61068","IL",5960,417,2889.38658478722,48.4796406843492,14.4321290268159,137915.64
"19915","61070","61070","IL",524,18,143.822934030236,27.4471248149306,12.5153892328576,6019.96
"19916","61071","61071","IL",5803,739,3004.12173440684,51.7684255455255,24.599535749037,254266.71
"19917","61072","61072","IL",4184,326,1195.83113688061,28.5810501166495,27.261374114274,113043.44
"19918","61073","61073","IL",7140,548,1485.0929929639,20.7996217501947,36.9000461652115,188563.64
"19919","61074","61074","IL",1966,249,1391.36568764082,70.7713981506014,17.8960859975065,75139.31
"19920","61075","61075","IL",421,11,105.039221482757,24.9499338438852,10.4722786828782,1740
"19921","61078","61078","IL",484,28,226.23832319363,46.7434552052954,12.3763293524925,6961.36
"19922","61079","61079","IL",80,4,51.7116167299725,64.6395209124657,7.7352058453078,1580
"19923","61080","61080","IL",4298,655,1914.9458070318,44.5543463711446,34.2046233159602,239277.97
"19924","61081","61081","IL",8786,898,4288.8322125421,48.8143889431151,20.9381005247518,303396.44
"19925","61084","61084","IL",1106,32,206.84646691989,18.7022121989051,15.4704116906156,10467.51
"19926","61085","61085","IL",1374,52,601.147544485931,43.7516407922802,8.65012266572055,17288.82
"19927","61087","61087","IL",637,47,271.485987832356,42.6194643378895,17.3121273680698,14538.19
"19928","61088","61088","IL",2514,86,599.531556463119,23.8477150542211,14.3445326727002,27481.54
"19929","61089","61089","IL",293,7,111.503173574003,38.0556906395916,6.27784822227879,2217.87
"19930","61091","61091","IL",10,2,0,0,101,450
"19931","61101","61101","IL",7719,2602,6198.93005550546,80.3074239604283,41.9749856298037,1035983.12
"19932","61102","61102","IL",6199,1712,5224.48927775004,84.2795495684794,32.7687532500265,688576.64
"19933","61103","61103","IL",10002,2580,6788.76568383171,67.8740820219127,38.0039630200316,1006140.1
"19934","61104","61104","IL",8061,2396,7225.08244999085,89.6301011039679,33.1622513180183,974375.96
"19935","61107","61107","IL",12975,1422,5213.17736159036,40.1786309178447,27.2770309039744,514285.14
"19936","61108","61108","IL",11956,1589,6433.24831881315,53.8076975477848,24.69980826565,606198.21
"19937","61109","61109","IL",10802,1770,5513.75113383332,51.0437986838856,32.1015576698588,697445.68
"19938","61111","61111","IL",9744,949,4747.7728110206,48.7250904250883,19.9883195294679,340137.06
"19939","61114","61114","IL",6474,429,2212.28760322914,34.171881421519,19.3916920826124,148310.84
"19940","61115","61115","IL",8518,903,3661.82885969118,42.9893033539702,24.6598089260828,313851.22
"19941","61201","61201","IL",15443,2736,8925.1018499887,57.7938344232901,30.6551123559835,990468.84
"19942","61230","61230","IL",379,26,158.366826235541,41.7854422785068,16.4175797533063,8849.73
"19943","61231","61231","IL",2114,144,1045.54425075913,49.4581007927688,13.7727312732528,41202.43
"19944","61232","61232","IL",621,19,197.15053878302,31.747268725124,9.6373056433343,6290
"19945","61234","61234","IL",507,18,239.166227376123,47.1728259124503,7.52614622786705,5278.5
"19946","61235","61235","IL",706,21,244.014191444558,34.5629166352065,8.60605683451463,6500
"19947","61236","61236","IL",31,3,24.2398203421746,78.1929688457246,12.3763293524925,1160
"19948","61238","61238","IL",1066,73,274.717963877979,25.7709159360206,26.572707139175,22208.84
"19949","61239","61239","IL",522,98,450.860658364448,86.371773633036,21.7362056728362,34362.25
"19950","61240","61240","IL",2464,96,539.739999619088,21.9050324520734,17.7863415844203,32004.08
"19951","61241","61241","IL",2812,204,801.530059314574,28.503913915881,25.4513224587547,78002.4
"19952","61242","61242","IL",527,14,137.35898193899,26.0643229485749,10.1922712314644,5126.88
"19953","61243","61243","IL",139,3,12.9279041824931,9.30065049100225,23.2056175359234,670
"19954","61244","61244","IL",9173,1238,4214.49676349276,45.9445847976972,29.3748001119357,446012.92
"19955","61250","61250","IL",1161,32,337.741496767633,29.0905681970399,9.47470189664496,10980.58
"19956","61251","61251","IL",179,7,79.1834131177704,44.2365436412125,8.84023525178034,1670
"19957","61252","61252","IL",2472,146,1203.91107699467,48.7019044091696,12.1271415131805,43768.98
"19958","61254","61254","IL",4965,175,1754.96299277344,35.3466866621036,9.9717202425699,51580.02
"19959","61256","61256","IL",834,43,250.478143535804,30.0333505438614,17.1671665211992,13494.99
"19960","61257","61257","IL",331,19,211.694430988325,63.9560214466239,8.97520067547164,5140
"19961","61258","61258","IL",79,4,58.1755688212191,73.6399605331887,6.87573852916249,1489.99
"19962","61259","61259","IL",541,8,74.3354490493355,13.7403787521877,10.7620255239065,2019.99
"19963","61260","61260","IL",307,19,244.014191444558,79.4834499819407,7.78643237408467,6079.81
"19964","61261","61261","IL",347,34,229.470299239253,66.1297692332141,14.8167323234065,12349.85
"19965","61262","61262","IL",295,8,101.807245437133,34.5109306566554,7.85798689047141,1979.99
"19966","61263","61263","IL",313,23,171.294730418034,54.7267509322792,13.4271497692135,7491.5
"19967","61264","61264","IL",4655,470,1981.20131596707,42.5607157028372,23.7229804064905,164101.04
"19968","61265","61265","IL",18784,1988,9587.65693934147,51.0416148815027,20.734993049684,712803.33
"19969","61270","61270","IL",2733,153,867.785568249852,31.7521247072759,17.6310837144446,49940.85
"19970","61272","61272","IL",486,33,273.101975855167,56.1938221924213,12.0833984802441,11250.93
"19971","61273","61273","IL",1154,30,313.501676425458,27.1665230871281,9.56932681893748,7229.97
"19972","61274","61274","IL",99,5,11.3119161596815,11.4261779390722,44.2011762589017,1129.99
"19973","61275","61275","IL",1724,88,446.012694296013,25.8708059336434,19.7303801271619,26749.87
"19974","61276","61276","IL",22,1,25.8558083649863,101,3.8676029226539,619.99
"19975","61277","61277","IL",1164,88,374.909221292301,32.2086959873111,23.4723487719685,27724.65
"19976","61278","61278","IL",273,2,103.423233459945,37.8839683003462,1.93380146132695,360
"19977","61279","61279","IL",422,2,151.902874144294,35.9959417403541,1.31663078218005,1310
"19978","61281","61281","IL",965,26,223.006347148007,23.1094660257002,11.658860984232,7375.97
"19979","61282","61282","IL",3978,397,1709.71532813472,42.9792691838793,23.2202398532113,140552.91
"19980","61283","61283","IL",498,37,263.406047718298,52.8927806663248,14.0467541730743,13941.64
"19981","61284","61284","IL",881,17,176.142694486469,19.9934954014153,9.65126600882441,4439.95
"19982","61285","61285","IL",693,51,265.022035741109,38.2427180001601,19.2436828346682,15864.84
"19983","61301","61301","IL",4394,561,2414.28610608059,54.945063861643,23.2366826196395,189451.78
"19984","61310","61310","IL",1536,139,513.884191254102,33.4560020347723,27.0488959118939,43467.99
"19985","61311","61311","IL",138,2,75.9514370721472,55.0372732406863,2.6332615643601,420
"19986","61312","61312","IL",174,6,59.7915568440307,34.3629637034659,10.0348616371561,2259.99
"19987","61313","61313","IL",109,4,22.623832319363,20.7558094673055,17.6804705035607,1909.99
"19988","61314","61314","IL",352,27,126.047065779308,35.8088255054852,21.4205700331601,9139.87
"19989","61315","61315","IL",87,18,54.9435927755958,63.153554914478,32.7608718154213,5750
"19990","61316","61316","IL",106,3,48.4796406843492,45.7355100795748,6.18816467624624,1518.52
"19991","61317","61317","IL",218,7,150.286886121483,68.9389385878361,4.65775835846491,3301.56
"19992","61318","61318","IL",273,8,109.887185551192,40.2517163191178,7.28019373676028,2019.93
"19993","61319","61319","IL",515,16,161.598802281164,31.3784082099348,9.90106348199398,5360
"19994","61320","61320","IL",251,14,75.9514370721472,30.2595366821303,18.4328309505207,3489.45
"19995","61321","61321","IL",104,8,50.0956287071609,48.1688737568855,15.9694572290225,3564.99
"19996","61322","61322","IL",507,51,197.15053878302,38.8857078467496,25.8685572531605,20197.44
"19997","61323","61323","IL",57,4,17.7758682509281,31.185733773558,22.5024170045318,599.95
"19998","61324","61324","IL",42,1,0,0,101,459.99
"19999","61325","61325","IL",415,10,106.655209505568,25.7000504832695,9.37600708522157,1999.98
"20000","61326","61326","IL",822,45,332.893532699198,40.4979966787346,13.5178354578194,11344.01
"20001","61327","61327","IL",549,20,151.902874144294,27.6690116838423,13.1663078218005,6679.94
"20002","61329","61329","IL",513,33,223.006347148007,43.4710228358687,14.7977850953714,8665.85
"20003","61330","61330","IL",465,11,103.423233459945,22.2415555827839,10.6359080372982,4459.91
"20004","61332","61332","IL",68,1,48.4796406843492,71.2935892416901,2.06272155874875,510
"20005","61333","61333","IL",115,4,40.399700570291,35.1301744089487,9.90106348199398,1869.42
"20006","61334","61334","IL",264,10,66.2555089352773,25.096783687605,15.0930845762103,2319.62
"20007","61335","61335","IL",128,4,32.3197604562328,25.2498128564319,12.3763293524925,1290
"20008","61336","61336","IL",197,5,90.4953292774519,45.9367153692649,5.52514703236271,1520
"20009","61337","61337","IL",188,9,103.423233459945,55.012358223375,8.70210657597127,3019.98
"20010","61338","61338","IL",115,10,33.9357484790445,29.5093465035169,29.4674508392678,2349.94
"20011","61340","61340","IL",213,8,74.3354490493355,34.8992718541481,10.7620255239065,1869.97
"20012","61341","61341","IL",2952,243,1195.83113688061,40.5091848536794,20.320594815241,78911.89
"20013","61342","61342","IL",3412,315,1181.28724467531,34.6215487888426,26.6658258962731,100694.65
"20014","61344","61344","IL",124,11,64.6395209124657,52.1286458971497,17.0174528596771,4799.84
"20015","61345","61345","IL",300,29,93.7273053230752,31.2424351076917,30.9408233812312,10199.94
"20016","61346","61346","IL",35,1,19.3918562737397,55.4053036392563,5.15680389687186,150
"20017","61348","61348","IL",1917,157,829.001855702372,43.244749906227,18.9384377031318,46666.54
"20018","61349","61349","IL",416,27,150.286886121483,36.1266553176641,17.9656393826504,9194.33
"20019","61350","61350","IL",10016,930,4275.9043083596,42.6907379029513,21.7497851432691,288314.42
"20020","61353","61353","IL",462,17,218.158383079572,47.2204292380025,7.79250366638415,6781.48
"20021","61354","61354","IL",4577,321,2116.94430988325,46.2517874127868,15.1633653517179,101680.73
"20022","61356","61356","IL",4753,359,2128.25622604293,44.7771139499881,16.8682696945512,116914.29
"20023","61358","61358","IL",144,16,88.8793412546403,61.7217647601669,18.0019336036254,5549.89
"20024","61359","61359","IL",185,7,82.4153891633937,44.5488590072398,8.49355935955366,2748.78
"20025","61360","61360","IL",1321,63,420.156885931027,31.8059716828938,14.994399023212,16432.62
"20026","61361","61361","IL",498,42,184.222634600527,36.9924969077364,22.7985014388019,10909.13
"20027","61362","61362","IL",2484,253,1320.26221463711,53.1506527631687,19.1628600133451,83087.73
"20028","61363","61363","IL",135,11,75.9514370721472,56.260323757146,14.4829386039806,3762.84
"20029","61364","61364","IL",8275,1060,5033.80269105826,60.8314524599186,21.0576390267127,327089.28
"20030","61367","61367","IL",351,5,77.5674250949588,22.0989815085353,6.44600487108983,939.99
"20031","61368","61368","IL",545,24,234.318263307688,42.9941767537042,10.2424794641317,7097.32
"20032","61369","61369","IL",618,52,298.957784220154,48.3750459903161,17.3937601710705,16449.8
"20033","61370","61370","IL",504,19,134.127005893366,26.6125011693187,14.1656781745396,4651.97
"20034","61372","61372","IL",77,5,29.0877844106096,37.776343390402,17.1893463229062,2760
"20035","61373","61373","IL",759,29,159.982814258353,21.0781046453692,18.1269470314284,7957.17
"20036","61374","61374","IL",33,2,14.5438922053048,44.0724006221357,13.751477058325,520
"20037","61375","61375","IL",465,23,151.902874144294,32.6672847622138,15.1412539950706,7113.72
"20038","61376","61376","IL",813,40,500.956287071609,61.6182394922028,7.98472861451127,14279.89
"20039","61377","61377","IL",663,39,425.004849999462,64.1032956258615,9.17636586971875,14762.84
"20040","61378","61378","IL",124,9,42.0156885931027,33.8836198331473,21.4205700331601,2379.95
"20041","61379","61379","IL",512,25,205.230478897078,40.0840779095856,12.1814265280438,7904.49
"20042","61401","61401","IL",13569,2124,9375.96250835314,69.0984045128834,22.6536742025974,799859.2
"20043","61410","61410","IL",1586,152,1058.47215494163,66.7384713077948,14.3603210807546,43906.5
"20044","61411","61411","IL",198,2,100.191257414322,50.6016451587484,1.99618215362782,870
"20045","61412","61412","IL",514,17,240.782215398935,46.8447889881196,7.06032211383799,6139.99
"20046","61413","61413","IL",415,11,130.895029847743,31.5409710476489,8.40368042453193,3489.99
"20047","61414","61414","IL",285,18,129.279041824931,45.3610673069935,13.923370521554,6656.39
"20048","61415","61415","IL",801,40,352.285388972938,43.9806977494304,11.3544305986169,12409.96
"20049","61416","61416","IL",131,13,116.351137642438,88.8176623224719,11.173075109889,4239.98
"20050","61417","61417","IL",115,3,32.3197604562328,28.104139527159,9.28224701436936,1090
"20051","61418","61418","IL",282,17,63.023532889654,22.3487705282461,26.9740511528682,5748.92
"20052","61419","61419","IL",51,1,33.9357484790445,66.5406832922441,2.94674508392678,374
"20053","61420","61420","IL",406,17,197.15053878302,48.55924600567,8.62285241772017,5040.77
"20054","61421","61421","IL",575,39,297.341796197342,51.7116167299725,13.116218607261,10850.52
"20055","61422","61422","IL",1226,177,740.122514447732,60.368883723306,23.9149595566721,53401.34
"20056","61423","61423","IL",296,3,93.7273053230752,31.6646301767146,3.20077483254116,600
"20057","61424","61424","IL",17,1,3.23197604562328,19.011623797784,30.9408233812312,0
"20058","61425","61425","IL",173,3,92.1113173002636,53.2435360117131,3.2569287769717,479.92
"20059","61426","61426","IL",17,2,11.3119161596815,66.5406832922441,17.6804705035607,270
"20060","61427","61427","IL",797,62,454.092634410071,56.975236437901,13.6536017767711,18941.66
"20061","61428","61428","IL",418,12,98.5752693915101,23.5826003328972,12.1734387073696,4570.4
"20062","61430","61430","IL",291,31,93.7273053230752,32.2086959873111,33.074673269592,10414.41
"20063","61431","61431","IL",124,7,53.3276047527842,43.0061328651485,13.1264099193102,992
"20064","61432","61432","IL",267,10,80.7994011405821,30.2619479927274,12.3763293524925,3610.39
"20065","61434","61434","IL",1206,111,790.218143154893,65.5238924672382,14.0467541730743,40894.58
"20066","61436","61436","IL",353,9,193.918562737397,54.9344370360898,4.64112350718468,2730
"20067","61437","61437","IL",267,3,101.807245437133,38.1300544708365,2.94674508392678,2229.97
"20068","61438","61438","IL",282,7,145.438922053048,51.5740858344141,4.81301697041374,2369.9
"20069","61439","61439","IL",97,6,63.023532889654,64.972714319231,9.52025334807113,1840
"20070","61440","61440","IL",303,14,153.518862167106,50.6662911442594,9.11940057552077,4599.98
"20071","61441","61441","IL",363,17,250.478143535804,69.0022433982932,6.78701932233458,5490
"20072","61442","61442","IL",312,22,197.15053878302,63.189275250968,11.1589854817555,9320.57
"20073","61443","61443","IL",5603,937,3542.24574600312,63.2205201856705,26.4521455366913,335591.35
"20074","61447","61447","IL",481,21,129.279041824931,26.8771396725429,16.2439322751464,6539.83
"20075","61448","61448","IL",1530,93,636.699280987787,41.614332090705,14.6065815962157,28634.77
"20076","61449","61449","IL",127,12,71.1034730037122,55.9869866170962,16.8768127533988,3618.99
"20077","61450","61450","IL",764,41,420.156885931027,54.9943567972548,9.75825968177291,11611.7
"20078","61451","61451","IL",69,3,22.623832319363,32.7881627816855,13.2603528776705,2123
"20079","61452","61452","IL",88,7,59.7915568440307,67.9449509591258,11.7073385766821,1150.81
"20080","61453","61453","IL",240,6,111.503173574003,46.4596556558347,5.38101276195325,1839.95
"20081","61454","61454","IL",186,16,137.35898193899,73.8489150209621,11.6483099788164,5313.96
"20082","61455","61455","IL",7069,734,5216.40933763598,73.79274773852,14.0709816368177,240449.38
"20083","61458","61458","IL",230,12,84.0313771862054,36.5353813853067,14.2803800221067,3679.39
"20084","61459","61459","IL",119,6,33.9357484790445,28.517435696676,17.6804705035607,2169.99
"20085","61460","61460","IL",101,5,63.023532889654,62.3995375145089,7.93354445672595,1580
"20086","61462","61462","IL",4352,456,2044.22484885673,46.9720783285093,22.306743813188,150735.02
"20087","61465","61465","IL",535,21,143.822934030236,26.8827914075208,14.6012874383338,8429.96
"20088","61466","61466","IL",102,4,21.0078442965513,20.5959257809327,19.0405066961423,1189.99
"20089","61467","61467","IL",469,16,159.982814258353,34.1114742555123,10.0010742242363,5219.99
"20090","61468","61468","IL",88,3,14.5438922053048,16.5271502333009,20.6272155874875,690
"20091","61469","61469","IL",936,70,530.044071482218,56.6286401156216,13.206449004184,20890.79
"20092","61470","61470","IL",204,23,134.127005893366,65.7485323006697,17.1479262112848,6659.9
"20093","61471","61471","IL",44,3,12.9279041824931,29.3816004147571,23.2056175359234,769.99
"20094","61472","61472","IL",219,8,105.039221482757,47.963114832309,7.61620267845691,2160
"20095","61473","61473","IL",520,39,297.341796197342,57.181114653335,13.116218607261,14559.75
"20096","61474","61474","IL",114,6,64.6395209124657,56.7013341337418,9.28224701436936,1510
"20097","61475","61475","IL",90,2,6.46395209124657,7.18216899027396,30.9408233812312,1070
"20098","61476","61476","IL",201,8,24.2398203421746,12.0596121105346,33.0035449399799,2260
"20099","61477","61477","IL",201,15,134.127005893366,66.7298536782917,11.1834301377944,5023.98
"20100","61478","61478","IL",89,1,0,0,101,210
"20101","61480","61480","IL",456,30,184.222634600527,40.399700570291,16.2846438848585,11119.88
"20102","61482","61482","IL",227,18,113.119161596815,49.8322297783326,15.9124234532046,5767
"20103","61483","61483","IL",807,54,488.028382889116,60.4743968883663,11.0649302158045,15346.85
"20104","61484","61484","IL",343,26,190.686586691774,55.5937570529953,13.6349391171527,6278.92
"20105","61485","61485","IL",183,17,80.7994011405821,44.1526782188973,21.0397598992372,5933
"20106","61486","61486","IL",592,23,235.9342513305,39.8537586706925,9.74847859956599,7080
"20107","61488","61488","IL",534,33,240.782215398935,45.0903025091638,13.7053311621561,11443.94
"20108","61489","61489","IL",329,12,113.119161596815,34.3827238896094,10.6082823021364,2556
"20109","61490","61490","IL",496,9,266.638023763921,53.7576660814357,3.37536255067977,3170.78
"20110","61491","61491","IL",938,51,547.819939733146,58.4029786495892,9.30962827399877,12990.12
"20111","61501","61501","IL",759,43,392.685089543229,51.7371659477245,10.9502502501477,14306.5
"20112","61516","61516","IL",267,6,69.4874849809006,26.0252752737455,8.63464838545987,2389.84
"20113","61517","61517","IL",1099,32,366.829281178243,33.3784605257728,8.72340394889338,9891.28
"20114","61519","61519","IL",93,9,56.5595807984075,60.8167535466747,15.9124234532046,3399.99
"20115","61520","61520","IL",6522,718,3700.61257223866,56.7404564893999,19.4021931770515,237481.2
"20116","61523","61523","IL",4454,323,1968.27341178458,44.1911408124064,16.4103217604888,105507.42
"20117","61524","61524","IL",147,9,53.3276047527842,36.2772821447511,16.8768127533988,2250
"20118","61525","61525","IL",3891,77,715.882694105557,18.3984244180303,10.7559521460713,24561.79
"20119","61526","61526","IL",339,9,66.2555089352773,19.544397916011,13.5837761185893,3000
"20120","61528","61528","IL",1094,8,203.614490874267,18.6119278678489,3.92899344523571,1489.99
"20121","61529","61529","IL",1134,25,381.373173383547,33.6307913036638,6.55525919093881,9444.97
"20122","61530","61530","IL",2655,175,1179.6712566525,44.4320623974576,14.8346413471656,52478.53
"20123","61531","61531","IL",1321,86,504.188263117232,38.1671660194725,17.0571205819608,30330.96
"20124","61532","61532","IL",204,18,130.895029847743,64.1642303175211,13.751477058325,7956.99
"20125","61533","61533","IL",821,45,329.661556653575,40.153660980947,13.6503632564255,11389.96
"20126","61534","61534","IL",684,39,227.854311216441,33.3120338035733,17.1162001683407,8823.53
"20127","61535","61535","IL",653,13,119.583113688061,18.312881116089,10.8711001069191,4211.52
"20128","61536","61536","IL",1324,57,395.917065588852,29.903101630578,14.3969545528994,15339.95
"20129","61537","61537","IL",1189,115,707.802753991499,59.5292476023128,16.24746433261,36737.56
"20130","61539","61539","IL",79,3,37.1677245246678,47.0477525628706,8.07151914292987,730
"20131","61540","61540","IL",1028,73,452.47664638726,44.0152379754144,16.1334293344991,25043.24
"20132","61541","61541","IL",53,4,27.4717963877979,51.8335780901847,14.5603874735206,896.83
"20133","61542","61542","IL",1425,130,539.739999619088,37.8764912013395,24.0856708955692,40921.48
"20134","61544","61544","IL",284,19,126.047065779308,44.3827696406014,15.0737344677793,7909.98
"20135","61545","61545","IL",313,10,105.039221482757,33.5588567037561,9.52025334807113,2539.99
"20136","61546","61546","IL",1604,107,551.05191577877,34.3548575921926,19.4174082216524,32564.35
"20137","61547","61547","IL",1427,30,308.653712357024,21.6295523726015,9.71963038153859,8489.99
"20138","61548","61548","IL",4538,102,1071.40005912412,23.6095209150313,9.52025334807113,38817.35
"20139","61550","61550","IL",7476,245,1937.56963935116,25.9171968880572,12.6447068030052,80966.96
"20140","61552","61552","IL",111,10,51.7116167299725,46.5870420990744,19.3380146132695,4309.99
"20141","61553","61553","IL",85,2,54.9435927755958,64.6395209124657,3.64009686838014,969.04
"20142","61554","61554","IL",17422,2300,8086.40406614945,46.4149010799532,28.4428032681182,788688.13
"20143","61559","61559","IL",1386,35,756.282394675848,54.5658293416918,4.62790093309014,10594.91
"20144","61560","61560","IL",258,16,98.5752693915101,38.2074687563993,16.2312516098262,5192.91
"20145","61561","61561","IL",908,38,252.094131558616,27.7636708764996,15.0737344677793,9593.68
"20146","61562","61562","IL",61,2,0,0,101,730
"20147","61563","61563","IL",234,26,159.982814258353,68.368724042031,16.2517456143841,8716.99
"20148","61564","61564","IL",381,66,200.382514828644,52.5938359130298,32.937005534859,20175.39
"20149","61565","61565","IL",609,30,253.710119581428,41.6601181578699,11.8245184896425,8703.21
"20150","61567","61567","IL",267,56,84.0313771862054,31.4724259124365,66.6417734364979,18332.62
"20151","61568","61568","IL",1636,34,560.74784391564,34.2755405816406,6.06333138306548,12373.85
"20152","61569","61569","IL",398,4,63.023532889654,15.8350585149884,6.34683556538076,1220
"20153","61570","61570","IL",704,48,305.4217363114,43.3837693624148,15.7159737809428,13103.67
"20154","61571","61571","IL",9512,510,3442.0544885888,36.186443319899,14.8167323234065,163296.23
"20155","61572","61572","IL",445,24,218.158383079572,49.0243557482183,11.00118164666,6060.85
"20156","61602","61602","IL",495,301,413.69293383978,83.5743300686425,72.7592799824265,110739.69
"20157","61603","61603","IL",6566,2181,5381.24011596277,81.9561394450619,40.529691167847,867772.66
"20158","61604","61604","IL",11992,2882,6801.6935880142,56.7185922949817,42.3717999452166,1087963.68
"20159","61605","61605","IL",5775,2895,5786.85310968849,101,50.0271899964615,1173927.48
"20160","61606","61606","IL",2552,365,1803.44263345779,70.6678147906658,20.2390690576154,153251.41
"20161","61607","61607","IL",4214,305,1457.6211965761,34.5899666961581,20.9245036170189,102587.23
"20162","61610","61610","IL",2131,357,1294.40640627212,60.7417365683775,27.5802096057417,124529.48
"20163","61611","61611","IL",10006,941,4025.4261648238,40.2301235740935,23.3764069062534,339969.92
"20164","61614","61614","IL",13133,1021,6221.55388782482,47.3734400961305,16.410691258305,382363.7
"20165","61615","61615","IL",10147,809,2983.11389011029,29.3989739835448,27.1193132344702,286782.71
"20166","61616","61616","IL",2873,377,1226.53490931404,42.6917824334854,30.7369971402481,137407
"20167","61625","61625","IL",14.2978723404255,1,0,0,101,270
"20168","61701","61701","IL",15810,2259,9810.66328648948,62.0535312238423,23.0259660741892,835449.55
"20169","61704","61704","IL",15046,745,4448.81502680045,29.5680913651499,16.7460322695367,263629.51
"20170","61705","61705","IL",4839,278,1540.03658573949,31.8255132411551,18.0515192024812,91271.55
"20171","61720","61720","IL",84,4,48.4796406843492,57.7138579575586,8.25088623499498,479.98
"20172","61721","61721","IL",217,9,72.7194610265239,33.5112723624534,12.3763293524925,2679.91
"20173","61722","61722","IL",230,10,98.5752693915101,42.8588127789175,10.1445322561414,1979.69
"20174","61723","61723","IL",1071,59,387.837125474794,36.2126167576838,15.212571495772,19664.9
